26885,2019-12-13,99579,478,Signing
26886,2019-12-13,142424,496,1950,Transfer
26887,2019-12-13,106741,217,Signing
26888,2019-12-13,29562,704,694,Transfer
26889,2019-12-13,54218,42,Signing
26890,2019-12-13,128598,1781,Signing
26891,2019-12-13,117,1130,1451,Transfer
26892,2019-12-13,58235,1130,1451,Transfer
26893,2019-12-13,106318,1729,1130,Transfer
26894,2019-12-13,10438,1451,1130,Transfer
26895,2019-12-13,4179,71,Signing
26896,2019-12-13,25183,45,Signing
26897,2019-12-13,26981,481,1781,Transfer
26898,2019-12-13,28014,802,1694,Transfer
26899,2019-12-13,41637,1864,787,Transfer
26900,2019-12-13,30598,731,Signing
26901,2019-12-13,1659,1371,Signing
26902,2019-12-12,8070,448,Exit
26903,2019-12-12,54572,168,791,Transfer
26904,2019-12-12,42078,194,Exit
26905,2019-12-12,1652,1773,Signing
26906,2019-12-12,71783,222,Signing
26907,2019-12-12,4203,807,Signing
26908,2019-12-12,16399,264,Signing
26909,2019-12-12,81582,2024,69,Transfer
26910,2019-12-12,81903,1641,452,Transfer
26911,2019-12-12,23935,834,Signing
26912,2019-12-12,54285,548,1051,Transfer
26913,2019-12-12,14479,382,194,Transfer
26914,2019-12-11,84043,2136,Signing
26915,2019-12-11,60783,164,649,Transfer
26916,2019-12-11,83379,539,Signing
26917,2019-12-11,2279,165,Signing
26918,2019-12-11,26970,450,689,Transfer
26919,2019-12-11,47792,913,Signing
26920,2019-12-11,25784,398,Signing
26921,2019-12-11,109618,955,956,Transfer
26922,2019-12-11,42083,1428,238,Transfer
26923,2019-12-11,160359,672,Signing
26924,2019-12-11,160360,2022,Signing
26925,2019-12-11,120971,1953,137,Transfer
26926,2019-12-11,25558,1896,1071,Transfer
26927,2019-12-11,80958,1127,1788,Transfer
26928,2019-12-09,23516,1114,276,Transfer
26929,2019-12-09,76388,878,310,Transfer
26930,2019-12-09,3745,407,Exit
26931,2019-12-09,56368,1383,Exit
26932,2019-12-08,107890,310,Signing
26933,2019-12-08,85116,510,970,Transfer
26934,2019-12-08,160124,159,Signing
26935,2019-12-08,23326,747,2008,Transfer
26936,2019-12-08,160125,1021,Signing
26937,2019-12-08,160128,2145,Signing
26938,2019-12-08,160129,1985,Signing
26939,2019-12-08,9084,1120,Signing
26940,2019-12-08,26953,855,980,Transfer
26941,2019-12-08,5540,1530,439,Transfer
26942,2019-12-08,1748,1775,Signing
26943,2019-12-08,2566,1765,1039,Transfer
26944,2019-12-08,8265,287,Signing
26945,2019-12-07,1721,2135,523,Transfer
26946,2019-12-07,111192,3,Signing
26947,2019-12-07,115317,827,Signing
26948,2019-12-07,84767,479,Signing
26949,2019-12-07,126019,949,1162,Transfer
26950,2019-12-07,81754,1451,1162,Transfer
26951,2019-12-07,118995,2081,1753,Transfer
26952,2019-12-07,107441,1980,455,Transfer
26953,2019-12-07,44083,892,729,Transfer
26954,2019-12-07,1663,817,Signing
26955,2019-12-06,160096,1892,Signing
26956,2019-12-06,133808,355,Signing
26957,2019-12-06,81747,829,1759,Transfer
26958,2019-12-06,63875,1757,Signing
26959,2019-12-06,82998,734,1156,Transfer
26960,2019-12-06,84067,500,Signing
26961,2019-12-05,160003,1460,Signing
26962,2019-12-05,119767,425,Signing
26963,2019-12-05,116192,1299,Signing
26964,2019-12-05,41705,1353,18,Transfer
26965,2019-12-05,81495,1819,450,Transfer
26966,2019-12-05,20555,1590,Signing
26967,2019-12-05,51850,2089,Exit
26968,2019-12-05,32746,980,Signing
26969,2019-12-05,126872,715,Exit
26970,2019-12-05,27693,32,43,Transfer
26971,2019-12-05,33400,827,906,Transfer
26972,2019-12-05,24828,809,Signing
26973,2019-12-05,6157,1065,Signing
26974,2019-12-05,73154,548,Signing
26975,2019-12-05,12756,1825,Signing
26976,2019-12-05,39076,929,Signing
26977,2019-12-05,2446,473,Exit
26978,2019-12-05,8366,1030,Signing
26979,2019-12-05,9264,310,Signing
26980,2019-12-05,50098,1175,Signing
26981,2019-12-03,25384,173,1398,Transfer
26982,2019-12-03,23880,516,Signing
26983,2019-12-03,42291,81,678,Transfer
26984,2019-12-03,6205,1353,678,Transfer
26985,2019-12-03,80270,1719,Signing
26986,2019-12-03,41700,1757,Signing
26987,2019-12-03,59513,1773,Exit
26988,2019-12-03,24261,834,Exit
26989,2019-12-03,7129,222,Exit
26990,2019-12-02,81722,2153,143,Transfer
26991,2019-12-02,118964,732,Signing
26992,2019-12-02,85410,1024,1819,Transfer
26993,2019-12-02,52549,665,Signing
26994,2019-12-02,13361,1983,Signing
26995,2019-12-02,80317,1819,Signing
26996,2019-12-02,57815,1618,Signing
26997,2019-12-02,61253,887,Signing
26998,2019-12-02,111775,929,Signing
26999,2019-12-02,58254,846,2117,Transfer
27000,2019-12-02,65736,491,Exit
27001,2019-12-01,116939,4,Signing
27002,2019-12-01,123941,1067,Signing
27003,2019-12-01,71590,1714,930,Transfer
27004,2019-11-30,103825,1729,1895,Transfer
27005,2019-11-30,106719,849,Signing
27006,2019-11-30,56786,2111,Signing
27007,2019-11-30,31429,220,Signing
27008,2019-11-30,806,1118,155,Transfer
27009,2019-11-30,142538,1684,Signing
27010,2019-11-30,117649,953,849,Transfer
27011,2019-11-30,27024,849,Exit
27012,2019-11-30,107613,2135,1688,Transfer
27013,2019-11-30,28208,1749,Signing
27014,2019-11-30,6229,1575,Exit
27015,2019-11-30,56661,724,949,Transfer
27016,2019-11-30,53472,1911,Exit
27017,2019-11-30,93714,1885,Signing
27018,2019-11-30,6565,34,Signing
27019,2019-11-30,24266,372,338,Transfer
27020,2019-11-30,2366,1986,Signing
27021,2019-11-30,39076,208,Exit
27022,2019-11-30,42089,62,Exit
27023,2019-11-30,31190,829,721,Transfer
27024,2019-11-30,121240,1605,Exit
27025,2019-11-30,80272,1605,Exit
27026,2019-11-30,101,61,Signing
27027,2019-11-30,56932,338,Exit
27028,2019-11-29,159482,693,Signing
27029,2019-11-29,159483,2026,Signing
27030,2019-11-28,131019,976,Signing
27031,2019-11-28,159449,211,Signing
27032,2019-11-28,159450,1810,Signing
27033,2019-11-28,23066,457,717,Transfer
27034,2019-11-28,10587,801,730,Transfer
27035,2019-11-28,5637,380,Exit
27036,2019-11-28,1754,374,45,Transfer
27037,2019-11-28,28332,1000,Signing
27038,2019-11-28,108114,1386,143,Transfer
27039,2019-11-28,8220,509,Signing
27040,2019-11-28,1608,1470,Signing
27041,2019-11-27,80513,172,555,Transfer
27042,2019-11-27,89309,840,Signing
27043,2019-11-27,8220,665,Exit
27044,2019-11-27,26660,1530,Signing
27045,2019-11-27,43309,1864,1418,Transfer
27046,2019-11-27,28635,1687,Signing
27047,2019-11-27,141836,1035,121,Transfer
27048,2019-11-27,25824,164,1035,Transfer
27049,2019-11-27,25457,549,Exit
27050,2019-11-27,24800,473,Signing
27051,2019-11-27,80546,1719,459,Transfer
27052,2019-11-26,159377,1238,Signing
27053,2019-11-26,1624,32,Signing
27054,2019-11-26,31527,22,Signing
27055,2019-11-26,111535,857,Signing
27056,2019-11-26,27942,113,Exit
27057,2019-11-26,31429,264,Exit
