20600,2018-05-30,44105,155,Signing
20601,2018-05-30,42336,67,Signing
20602,2018-05-30,1721,1075,Signing
20603,2018-05-30,26471,549,Signing
20604,2018-05-30,33709,839,Signing
20605,2018-05-30,13882,62,Signing
20606,2018-05-30,87678,1585,Signing
20607,2018-05-30,81631,1415,Signing
20608,2018-05-30,78694,1371,Signing
20609,2018-05-30,77818,1378,Signing
20610,2018-05-30,6093,214,Signing
20611,2018-05-30,30111,188,Signing
20612,2018-05-30,29353,682,687,Transfer
20613,2018-05-29,77347,1025,Signing
20614,2018-05-29,6818,476,Signing
20615,2018-05-29,73957,678,Signing
20616,2018-05-28,49106,1706,Signing
20617,2018-05-28,22520,1706,Signing
20618,2018-05-28,103214,794,Signing
20619,2018-05-28,27599,1858,Signing
20620,2018-05-28,27560,747,Signing
20621,2018-05-25,33542,825,Signing
20622,2018-05-25,33260,687,Signing
20623,2018-05-25,4306,798,Signing
20624,2018-05-25,25813,684,Signing
20625,2018-05-24,27975,1022,Signing
20626,2018-05-24,39463,1024,Signing
20627,2018-05-24,41618,683,Signing
20628,2018-05-24,52625,893,893,Transfer
20629,2018-05-23,25229,307,407,Transfer
20630,2018-05-23,134,331,Signing
20631,2018-05-23,66881,1415,Signing
20632,2018-05-23,94855,827,Signing
20633,2018-05-23,26035,109,Signing
20634,2018-05-23,77891,1585,Signing
20635,2018-05-23,68452,1975,Signing
20636,2018-05-23,18683,1072,Signing
20637,2018-05-22,29278,5,5,Transfer
20638,2018-05-22,137,214,Signing
20639,2018-05-22,95236,1531,Signing
20640,2018-05-22,13592,1664,Signing
20641,2018-05-22,26504,1178,Signing
20642,2018-05-22,53064,1219,Signing
20643,2018-05-19,32773,214,Signing
20644,2018-05-19,73786,1261,Signing
20645,2018-05-19,79518,684,Signing
20646,2018-05-19,22910,686,Signing
20647,2018-05-19,1625,708,708,Transfer
20648,2018-05-19,58219,1451,Signing
20649,2018-05-17,4771,162,Signing
20650,2018-05-17,11481,797,Signing
20651,2018-05-17,1811,685,Signing
20652,2018-05-17,40225,1477,Signing
20653,2018-05-17,66869,304,555,Transfer
20654,2018-05-17,9399,1073,Signing
20655,2018-05-17,136684,649,Signing
20656,2018-05-16,3797,89,Signing
20657,2018-05-16,24299,169,Signing
20658,2018-05-16,57478,186,62,Transfer
20659,2018-05-16,5856,529,Signing
20660,2018-05-15,25924,67,Signing
20661,2018-05-15,30891,683,Signing
20662,2018-05-15,27168,1376,Signing
20663,2018-05-15,28621,1074,Signing
20664,2018-05-15,10121,530,Signing
20665,2018-05-15,5732,412,Signing
20666,2018-05-15,9338,410,Signing
20667,2018-05-15,1804,409,Signing
20668,2018-05-15,42854,23,Signing
20669,2018-05-15,3678,411,Signing
20670,2018-05-15,16770,411,Signing
20671,2018-05-15,53664,411,Signing
20672,2018-05-15,26151,102,Signing
20673,2018-05-14,25860,6,162,Transfer
20674,2018-05-14,10492,529,Signing
20675,2018-05-14,41076,530,Signing
20676,2018-05-14,43631,71,Signing
20677,2018-05-12,27962,1178,169,Transfer
20678,2018-05-12,84824,727,Signing
20679,2018-05-10,14165,338,674,Transfer
20680,2018-05-10,6525,46,Signing
20681,2018-05-09,22340,1532,1128,Transfer
20682,2018-05-09,9084,937,Signing
20683,2018-05-08,22430,1190,674,Transfer
20684,2018-05-05,21365,1178,Signing
20685,2018-05-05,5823,1178,Signing
20686,2018-05-05,6017,1178,Signing
20687,2018-05-04,7716,216,1620,Transfer
20688,2018-05-03,26444,301,Signing
20689,2018-05-03,70449,148,Signing
20690,2018-05-03,25851,1126,56,Transfer
20691,2018-05-02,58164,806,Exit
20692,2018-05-02,37841,557,Signing
20693,2018-04-30,43966,799,Signing
20694,2018-04-30,22887,1966,Signing
20695,2018-04-30,193,1630,Signing
20696,2018-04-28,23040,989,Signing
20697,2018-04-28,22959,9,5,Transfer
20698,2018-04-28,4532,985,Signing
20699,2018-04-28,53912,961,961,Transfer
20700,2018-04-28,97329,1069,Signing
20701,2018-04-28,13224,159,Signing
20702,2018-04-28,3165,555,Signing
20703,2018-04-28,57360,430,Signing
20704,2018-04-26,25228,3,Signing
20705,2018-04-26,1701,4,Signing
20706,2018-04-26,33215,87,923,Transfer
20707,2018-04-26,41254,934,Signing
20708,2018-04-26,30878,1324,Signing
20709,2018-04-24,25789,355,Signing
20710,2018-04-24,8542,3,Signing
20711,2018-04-24,13185,1392,Signing
20712,2018-04-24,26041,686,686,Transfer
20713,2018-04-24,59846,933,Signing
20714,2018-04-24,57168,1707,933,Transfer
20715,2018-04-24,35015,1324,Signing
20716,2018-04-24,22338,498,498,Transfer
20717,2018-04-24,19945,1274,212,Transfer
20718,2018-04-24,2543,15,Signing
20719,2018-04-24,24304,933,Signing
20720,2018-04-22,25219,1713,Signing
